id_test,accepted_binomial,EUNIS_name,original_name,contributor_name,contributor_email,cocontributors,doi,collection_year,collection_site,collection_country,iso_code,latitude,longitude,coordinate_accuracy,storage,substrate,experiment_length,scarification,stratification,other_treatments,water_potential,photoperiod,light_quality,T_day,T_night,seeds_sown,seeds_germinated,changed
1002,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1371/journal.pone.0051523,2008,Serra Calderona (ES),Spain,ES,39.753657,-0.494385,10000,fresh,agar,90,fire_100°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,70,
1004,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1371/journal.pone.0051523,2008,Serra Calderona (ES),Spain,ES,39.753657,-0.494385,10000,fresh,agar,90,fire_120°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,116,
1006,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1371/journal.pone.0051523,2008,Serra Calderona (ES),Spain,ES,39.753657,-0.494385,10000,fresh,agar,90,fire_150°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,166,
999,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1371/journal.pone.0051523,2008,Ayora (ES),Spain,ES,39.116667,-0.95,10000,fresh,agar,90,none,none,none,0,0,none,20,20,200,2,
1001,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1371/journal.pone.0051523,2008,Ayora (ES),Spain,ES,39.116667,-0.95,10000,stored_3 months,agar,90,"Fresh_Summer treatment (30 days)_germination chamber daily cycles (24 hours) of 3 hours at 31°C, 4 hours at 43°C, 3 hours at 33°C and 14 hours at 18°C_30% moisture_dark",none,none,0,0,none,20,20,200,2,
1003,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1371/journal.pone.0051523,2008,Ayora (ES),Spain,ES,39.116667,-0.95,10000,fresh,agar,90,fire_100°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,72,
1005,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1371/journal.pone.0051523,2008,Ayora (ES),Spain,ES,39.116667,-0.95,10000,fresh,agar,90,fire_120°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,98,
1007,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1371/journal.pone.0051523,2008,Ayora (ES),Spain,ES,39.116667,-0.95,10000,fresh,agar,90,fire_150°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,156,
827,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_80 °C_5 min,none,none,0,0,none,20,20,100,19,
828,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_80 °C_10 min,none,none,0,0,none,20,20,100,27,
829,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_100°C_5 min,none,none,0,0,none,20,20,100,43,
830,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_100°C_10 min,none,none,0,0,none,20,20,100,57,
831,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_120°C_5 min,none,none,0,0,none,20,20,100,58,
832,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_120°C_10 min,none,none,0,0,none,20,20,100,1,
833,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_120°C_5 min,none,none,0,0,none,20,20,100,0,
834,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,none,0,0,none,20,20,100,8,
835,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,smoke_1 : 1,0,0,none,20,20,100,11,
836,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,smoke_smoke 1 : 10,0,0,none,20,20,100,11,
837,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,water control (pH 5.53; seeds immersed in distilled water for 24 h before sowing,0,0,none,20,20,100,5,
1088,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1007/s11258-005-9087-y,2001,Sierra de los Guajares,Spain,ES,36.9,-3.566666667,10000,stored_3 years,paper,30,none,none,"bleach_immersion in a 1% sodium hypochlorite solution for 10 min, and thoroughly rinsed with sterile distilled water",0,16,white,22,16,200,35,
1089,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,,,,10.1007/s11258-005-9087-y,2001,Sierra de los Guajares,Spain,ES,36.9,-3.566666667,10000,stored_3 years,paper,30,endozoocory_24+48 hr_mixed seeds recovery,none,"bleach_immersion in a 1% sodium hypochlorite solution for 10 min, and thoroughly rinsed with sterile distilled water",0,16,white,22,16,200,77,
1128,Galactites tomentosus,Galactites tomentosus,Galactites elegans,,,,10.1111/rec.12608,nd,Catania,Italy,IT,37.53533333,15.06511667,10000,stored_20°C;40%RH,paper,40,none,none,"surface sterilised with sodium hypochlorite (0.5%, v/v) for 10minutes",0,0,none,25,15,100,84,
1138,Galactites tomentosus,Galactites tomentosus,Galactites elegans,,,,10.1111/rec.12608,nd,Catania,Italy,IT,37.53533333,15.06511667,10000,stored_20°C;40%RH,paper,40,none,none,"surface sterilised with sodium hypochlorite (0.5%, v/v) for 10minutes",0,12,white,25,15,100,91,
3814,Genista florida,Genista florida,Genista florida,,,,10.1051/forest:2002076,nd,Leon Province and Palencia province,Spain,ES,42.59909699,-5.571606742,5.00E+05,stored_room costoreditions,paper,42,fire_20°C_1 min,none,none,0,15,white,20,20,100,23,
3815,Genista florida,Genista florida,Genista florida,,,,10.1051/forest:2002076,nd,Leon Province and Palencia province,Spain,ES,42.59909699,-5.571606742,5.00E+05,stored_room costoreditions,paper,42,fire_50°C_1 min,none,none,0,15,white,20,20,100,12,
3816,Genista florida,Genista florida,Genista florida,,,,10.1051/forest:2002076,nd,Leon Province and Palencia province,Spain,ES,42.59909699,-5.571606742,5.00E+05,stored_room costoreditions,paper,42,fire_50°C_5 min,none,none,0,15,white,20,20,100,17,
3817,Genista florida,Genista florida,Genista florida,,,,10.1051/forest:2002076,nd,Leon Province and Palencia province,Spain,ES,42.59909699,-5.571606742,5.00E+05,stored_room costoreditions,paper,42,fire_50°C_10 min,none,none,0,15,white,20,20,100,18,
3818,Genista florida,Genista florida,Genista florida,,,,10.1051/forest:2002076,nd,Leon Province and Palencia province,Spain,ES,42.59909699,-5.571606742,5.00E+05,stored_room costoreditions,paper,42,fire_50°C_15 min,none,none,0,15,white,20,20,100,20,
3819,Genista florida,Genista florida,Genista florida,,,,10.1051/forest:2002076,nd,Leon Province and Palencia province,Spain,ES,42.59909699,-5.571606742,5.00E+05,stored_room costoreditions,paper,42,fire_75°C_1 min,none,none,0,15,white,20,20,100,21,
3820,Genista florida,Genista florida,Genista florida,,,,10.1051/forest:2002076,nd,Leon Province and Palencia province,Spain,ES,42.59909699,-5.571606742,5.00E+05,stored_room costoreditions,paper,42,fire_75°C_5 min,none,none,0,15,white,20,20,100,31,
3821,Genista florida,Genista florida,Genista florida,,,,10.1051/forest:2002076,nd,Leon Province and Palencia province,Spain,ES,42.59909699,-5.571606742,5.00E+05,stored_room costoreditions,paper,42,fire_75°C_10 min,none,none,0,15,white,20,20,100,23,
3822,Genista florida,Genista florida,Genista florida,,,,10.1051/forest:2002076,nd,Leon Province and Palencia province,Spain,ES,42.59909699,-5.571606742,5.00E+05,stored_room costoreditions,paper,42,fire_75°C_15 min,none,none,0,15,white,20,20,100,20,
3823,Genista florida,Genista florida,Genista florida,,,,10.1051/forest:2002076,nd,Leon Province and Palencia province,Spain,ES,42.59909699,-5.571606742,5.00E+05,stored_room costoreditions,paper,42,fire_100°C_1 min,none,none,0,15,white,20,20,100,22,
3824,Genista florida,Genista florida,Genista florida,,,,10.1051/forest:2002076,nd,Leon Province and Palencia province,Spain,ES,42.59909699,-5.571606742,5.00E+05,stored_room costoreditions,paper,42,fire_100°C_5 min,none,none,0,15,white,20,20,100,46,
3825,Genista florida,Genista florida,Genista florida,,,,10.1051/forest:2002076,nd,Leon Province and Palencia province,Spain,ES,42.59909699,-5.571606742,5.00E+05,stored_room costoreditions,paper,42,fire_100°C_10 min,none,none,0,15,white,20,20,100,30,
3826,Genista florida,Genista florida,Genista florida,,,,10.1051/forest:2002076,nd,Leon Province and Palencia province,Spain,ES,42.59909699,-5.571606742,5.00E+05,stored_room costoreditions,paper,42,fire_100°C_15 min,none,none,0,15,white,20,20,100,43,
